iter	Passed	Remaining
416	254251	50850
417	254733	50211
418	255478	49625
419	256235	49040
420	256812	48420
421	257464	47814
422	258125	47210
423	258616	46575
424	259274	45970
425	259807	45343
426	260433	44733
427	261073	44125
428	261665	43508
429	262254	42892
430	262931	42289
431	263631	41690
432	264092	41053
433	264636	40430
434	265195	39809
435	265875	39207
436	266423	38585
437	267043	37974
438	267594	37352
439	268139	36731
440	268724	36115
441	269257	35493
442	269760	34866
443	270297	34245
444	270923	33636
445	271498	33020
446	272069	32403
447	272606	31783
448	273167	31166
449	273780	30555
450	274322	29937
451	274853	29317
452	275463	28706
453	276016	28090
454	276509	27467
455	277124	26857
456	277796	26253
457	278428	25644
458	279113	25040
459	279875	24443
460	280431	23827
461	280997	23212
462	281519	22594
463	282105	21982
464	282735	21373
465	283656	20785
466	284736	20207
467	285298	19591
468	285963	18982
469	286524	18366
470	287186	17757
471	287701	17139
472	288401	16532
473	289047	15922
474	289711	15312
475	290318	14699
476	290973	14089
477	291519	13473
478	292212	12864
479	292731	12248
480	293241	11631
481	293904	11021
482	294619	10412
483	295162	9797
484	295818	9186
485	296341	8571
486	296822	7956
487	297364	7342
488	297859	6727
489	298532	6117
490	299165	5506
491	299808	4894
492	300392	4282
493	300999	3670
494	301568	3058
495	302942	2452
496	303578	1839
497	304138	1226
498	304649	612
499	305178	0
